timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-12-04T12:35:06,Train_A_Emission,c08bdc11-cb99-404a-9feb-8b61e9035215,7.838422775268555,7.756465964017564e-06,0.0009895442216373,14.0,0.0,2.945528984069824,3.048275523715549e-05,0.0,6.104348366700947e-06,3.658710360385644e-05,Italy,ITA,apulia,,,Windows-10-10.0.22621-SP0,3.11.6,8.0,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,1.0,1 x NVIDIA GeForce MX110,16.6964,41.1121,7.854743957519531,machine,N
2023-12-04T12:46:02,Train_A_Emission,a56cf81d-a031-4052-90ed-977ca9179736,6.096558809280396,6.022504423096764e-06,0.0009878530842561,14.0,0.0,2.945528984069824,2.3708839813868205e-05,0.0,4.699199917720307e-06,2.840803973158852e-05,Italy,ITA,apulia,,,Windows-10-10.0.22621-SP0,3.11.6,8.0,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,1.0,1 x NVIDIA GeForce MX110,16.6964,41.1121,7.854743957519531,machine,N
2023-12-04T12:46:28,Train_A_Emission,3b28b819-099e-4e42-b6fc-16c1d155b9ea,6.0437846183776855,5.970657533563526e-06,0.0009879004482403,14.0,0.0,2.945528984069824,2.350360684924656e-05,0.0,4.659872082656874e-06,2.8163478931903428e-05,Italy,ITA,apulia,,,Windows-10-10.0.22621-SP0,3.11.6,8.0,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,1.0,1 x NVIDIA GeForce MX110,16.6964,41.1121,7.854743957519531,machine,N
2023-12-04T12:48:02,Train_A_Emission,5af917b0-2b62-47fd-9425-89521c08bdcb,5.859978199005127,5.787267918031395e-06,0.0009875920560615,14.0,0.0,2.945528984069824,2.278880410724216e-05,0.0,4.509629468377625e-06,2.7298433575619786e-05,Italy,ITA,apulia,,,Windows-10-10.0.22621-SP0,3.11.6,8.0,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,1.0,1 x NVIDIA GeForce MX110,16.6964,41.1121,7.854743957519531,machine,N
2023-12-04T12:48:38,Train_A_Emission,2d82b8a7-4719-445c-9154-aaeecfdbaa3c,18.94675850868225,1.880836000034193e-05,0.0009926953991482,14.0,0.0,2.945528984069824,7.367563115225898e-05,0.0,1.50430480946369e-05,8.871867924689588e-05,Italy,ITA,apulia,,,Windows-10-10.0.22621-SP0,3.11.6,8.0,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,1.0,1 x NVIDIA GeForce MX110,16.6964,41.1121,7.854743957519531,machine,N
2023-12-04T12:48:40,Train_A_Emission,ed0c69a0-38ba-467e-95cf-d571fda9d44b,19.9916353225708,1.966258870104509e-05,0.0009835407851225,14.0,0.0,2.945528984069824,7.773521171675788e-05,0.0,1.5012848193832154e-05,9.274805991059004e-05,Italy,ITA,apulia,,,Windows-10-10.0.22621-SP0,3.11.6,8.0,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,1.0,1 x NVIDIA GeForce MX110,16.6964,41.1121,7.854743957519531,machine,N
2023-12-04T12:48:40,Train_A_Emission,ff90ac95-89b6-48f1-9f8e-42780ab9e807,19.95659303665161,1.9860033650980907e-05,0.0009951615295509,14.0,0.0,2.945528984069824,7.760120034217834e-05,0.0,1.6078203671882532e-05,9.367940401406088e-05,Italy,ITA,apulia,,,Windows-10-10.0.22621-SP0,3.11.6,8.0,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,1.0,1 x NVIDIA GeForce MX110,16.6964,41.1121,7.854743957519531,machine,N
2023-12-04T12:48:41,Train_A_Emission,92e74e04-8189-4df8-85ab-245b1e352f33,20.510929346084595,2.043989576266756e-05,0.0009965367935202,14.0,0.0,2.945528984069824,7.976081066661411e-05,0.0,1.665379198747814e-05,9.641460265409224e-05,Italy,ITA,apulia,,,Windows-10-10.0.22621-SP0,3.11.6,8.0,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,1.0,1 x NVIDIA GeForce MX110,16.6964,41.1121,7.854743957519531,machine,N
2023-12-04T13:00:05,Train_A_Emission,2a04e9b9-2314-4f03-aba6-76570657fa4f,6.002480983734131,5.929527758018903e-06,0.0009878461546295,14.0,0.0,2.945528984069824,2.3342981603410508e-05,0.0,4.626488953282433e-06,2.796947055669294e-05,Italy,ITA,apulia,,,Windows-10-10.0.22621-SP0,3.11.6,8.0,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,1.0,1 x NVIDIA GeForce MX110,16.6964,41.1121,7.854743957519531,machine,N
2023-12-04T13:00:29,Train_A_Emission,5bcb2c53-691d-4f44-907c-50e48ac5960a,6.491710424423218,6.437298730792805e-06,0.0009916182808423,14.0,0.0,2.945528984069824,2.5245540539423625e-05,0.0,5.119076115259417e-06,3.036461665468304e-05,Italy,ITA,apulia,,,Windows-10-10.0.22621-SP0,3.11.6,8.0,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,1.0,1 x NVIDIA GeForce MX110,16.6964,41.1121,7.854743957519531,machine,N
2023-12-04T13:02:10,Train_A_Emission,8328c0a6-6cd6-4726-8fe2-1f07678c71e2,6.692009925842285,6.617496790672558e-06,0.0009888653579424,14.0,0.0,2.945528984069824,2.602448304494221e-05,0.0,5.1901244582302296e-06,3.1214607503172445e-05,Italy,ITA,apulia,,,Windows-10-10.0.22621-SP0,3.11.6,8.0,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,1.0,1 x NVIDIA GeForce MX110,16.6964,41.1121,7.854743957519531,machine,N
2023-12-04T13:11:28,Train_A_Emission,f38ab1ac-771a-4d37-938e-345e0bf746a0,5.391325950622559,5.320017441076166e-06,0.0009867734746146,14.0,0.0,2.945528984069824,2.0966267585754395e-05,0.0,4.128154306114311e-06,2.5094421891868707e-05,Italy,ITA,apulia,,,Windows-10-10.0.22621-SP0,3.11.6,8.0,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,1.0,1 x NVIDIA GeForce MX110,16.6964,41.1121,7.854743957519531,machine,N
2023-12-04T13:12:04,Train_A_Emission,901251ed-d30a-4cb0-8acf-29e74abf3962,19.226468801498413,1.906566530173029e-05,0.0009916363477127,14.0,0.0,2.945528984069824,7.476571599642436e-05,0.0,1.5166667502303424e-05,8.993238349872779e-05,Italy,ITA,apulia,,,Windows-10-10.0.22621-SP0,3.11.6,8.0,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,1.0,1 x NVIDIA GeForce MX110,16.6964,41.1121,7.854743957519531,machine,N
2023-12-04T13:12:05,Train_A_Emission,444c43f8-0157-4d3e-8f2e-2452de778947,19.357292413711548,1.9255852667889567e-05,0.0009947596108146,14.0,0.0,2.945528984069824,7.527835938665602e-05,0.0,1.5551134329804198e-05,9.082949371646022e-05,Italy,ITA,apulia,,,Windows-10-10.0.22621-SP0,3.11.6,8.0,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,1.0,1 x NVIDIA GeForce MX110,16.6964,41.1121,7.854743957519531,machine,N
2023-12-04T13:12:05,Train_A_Emission,a9bfd13d-7954-4b8c-b9ea-3fdb29ae7362,19.400748014450077,1.928749242849325e-05,0.0009941623082845,14.0,0.0,2.945528984069824,7.543953723377652e-05,0.0,1.5539200636474673e-05,9.097873787025118e-05,Italy,ITA,apulia,,,Windows-10-10.0.22621-SP0,3.11.6,8.0,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,1.0,1 x NVIDIA GeForce MX110,16.6964,41.1121,7.854743957519531,machine,N
